date,code,name,unit_raw,unit,qty,qty_kg,source,sheet,cell,pl_I,pl_II,pl_III,pl_IV,pl_II_chot,pl_III_chot,appendices,appendices_chot
2026-01-11,CH-01-005,Bleach H2O2 35/ thùng,Liter,L,0.0,0.0,sheet,W01,R4,True,True,False,False,True,False,"I,II","I,II"
2026-01-12,CH-01-005,Bleach H2O2 35/ thùng,Liter,L,0.0,0.0,sheet,W01,S4,True,True,False,False,True,False,"I,II","I,II"
2026-01-13,CH-01-005,Bleach H2O2 35/ thùng,Liter,L,0.0,0.0,sheet,W01,T4,True,True,False,False,True,False,"I,II","I,II"
2026-01-14,CH-01-005,Bleach H2O2 35/ thùng,Liter,L,0.0,0.0,sheet,W01,U4,True,True,False,False,True,False,"I,II","I,II"
2026-01-15,CH-01-005,Bleach H2O2 35/ thùng,Liter,L,0.0,0.0,sheet,W01,V4,True,True,False,False,True,False,"I,II","I,II"
2026-01-16,CH-01-005,Bleach H2O2 35/ thùng,Liter,L,0.0,0.0,sheet,W01,W4,True,True,False,False,True,False,"I,II","I,II"
2026-01-17,CH-01-005,Bleach H2O2 35/ thùng,Liter,L,0.0,0.0,sheet,W01,X4,True,True,False,False,True,False,"I,II","I,II"
2026-01-18,CH-01-005,Bleach H2O2 35/ thùng,Liter,L,0.0,0.0,sheet,W01,Y4,True,True,False,False,True,False,"I,II","I,II"
2026-01-19,CH-01-005,Bleach H2O2 35/ thùng,Liter,L,0.0,0.0,sheet,W01,Z4,True,True,False,False,True,False,"I,II","I,II"
2026-01-20,CH-01-005,Bleach H2O2 35/ thùng,Liter,L,0.0,0.0,sheet,W01,AA4,True,True,False,False,True,False,"I,II","I,II"
2026-01-21,CH-01-005,Bleach H2O2 35/ thùng,Liter,L,0.0,0.0,sheet,W01,AB4,True,True,False,False,True,False,"I,II","I,II"
2026-01-22,CH-01-005,Bleach H2O2 35/ thùng,Liter,L,0.0,0.0,sheet,W01,AC4,True,True,False,False,True,False,"I,II","I,II"
2026-01-23,CH-01-005,Bleach H2O2 35/ thùng,Liter,L,0.0,0.0,sheet,W01,AD4,True,True,False,False,True,False,"I,II","I,II"
2026-01-24,CH-01-005,Bleach H2O2 35/ thùng,Liter,L,0.0,0.0,sheet,W01,AE4,True,True,False,False,True,False,"I,II","I,II"
2026-01-25,CH-01-005,Bleach H2O2 35/ thùng,Liter,L,0.0,0.0,sheet,W01,AF4,True,True,False,False,True,False,"I,II","I,II"
2026-01-26,CH-01-005,Bleach H2O2 35/ thùng,Liter,L,0.0,0.0,sheet,W01,AG4,True,True,False,False,True,False,"I,II","I,II"
2026-01-27,CH-01-005,Bleach H2O2 35/ thùng,Liter,L,0.0,0.0,sheet,W01,AH4,True,True,False,False,True,False,"I,II","I,II"
2026-01-28,CH-01-005,Bleach H2O2 35/ thùng,Liter,L,0.0,0.0,sheet,W01,AI4,True,True,False,False,True,False,"I,II","I,II"
2026-01-29,CH-01-005,Bleach H2O2 35/ thùng,Liter,L,0.0,0.0,sheet,W01,AJ4,True,True,False,False,True,False,"I,II","I,II"
2026-01-30,CH-01-005,Bleach H2O2 35/ thùng,Liter,L,0.0,0.0,sheet,W01,AK4,True,True,False,False,True,False,"I,II","I,II"
2026-01-31,CH-01-005,Bleach H2O2 35/ thùng,Liter,L,0.0,0.0,sheet,W01,AL4,True,True,False,False,True,False,"I,II","I,II"
2026-02-01,CH-01-005,Bleach H2O2 35/ thùng,Liter,L,0.0,0.0,sheet,W01,AM4,True,True,False,False,True,False,"I,II","I,II"
2025-12-29,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,E5,False,False,False,True,False,False,IV,IV
2025-12-30,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,F5,False,False,False,True,False,False,IV,IV
2025-12-31,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,G5,False,False,False,True,False,False,IV,IV
2026-01-01,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,H5,False,False,False,True,False,False,IV,IV
2026-01-02,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,I5,False,False,False,True,False,False,IV,IV
2026-01-03,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,J5,False,False,False,True,False,False,IV,IV
2026-01-04,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,K5,False,False,False,True,False,False,IV,IV
2026-01-05,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,L5,False,False,False,True,False,False,IV,IV
2026-01-06,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,M5,False,False,False,True,False,False,IV,IV
2026-01-07,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,N5,False,False,False,True,False,False,IV,IV
2026-01-08,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,O5,False,False,False,True,False,False,IV,IV
2026-01-09,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,P5,False,False,False,True,False,False,IV,IV
2026-01-10,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,Q5,False,False,False,True,False,False,IV,IV
2026-01-11,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,R5,False,False,False,True,False,False,IV,IV
2026-01-12,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,S5,False,False,False,True,False,False,IV,IV
2026-01-13,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,T5,False,False,False,True,False,False,IV,IV
2026-01-14,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,U5,False,False,False,True,False,False,IV,IV
2026-01-15,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,V5,False,False,False,True,False,False,IV,IV
2026-01-16,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,W5,False,False,False,True,False,False,IV,IV
2026-01-17,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,X5,False,False,False,True,False,False,IV,IV
2026-01-18,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,Y5,False,False,False,True,False,False,IV,IV
2026-01-19,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,Z5,False,False,False,True,False,False,IV,IV
2026-01-20,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,AA5,False,False,False,True,False,False,IV,IV
2026-01-21,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,AB5,False,False,False,True,False,False,IV,IV
2026-01-22,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,AC5,False,False,False,True,False,False,IV,IV
2026-01-23,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,AD5,False,False,False,True,False,False,IV,IV
2026-01-24,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,AE5,False,False,False,True,False,False,IV,IV
2026-01-25,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,AF5,False,False,False,True,False,False,IV,IV
2026-01-26,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,AG5,False,False,False,True,False,False,IV,IV
2026-01-27,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,AH5,False,False,False,True,False,False,IV,IV
2026-01-28,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,AI5,False,False,False,True,False,False,IV,IV
2026-01-29,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,AJ5,False,False,False,True,False,False,IV,IV
2026-01-30,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,AK5,False,False,False,True,False,False,IV,IV
2026-01-31,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,AL5,False,False,False,True,False,False,IV,IV
2026-02-01,CH-01-061,Chất tẩy gỗ Sodium Chlorite 80% (50kg),kilo,kg,0.0,0.0,sheet,W01,AM5,False,False,False,True,False,False,IV,IV
2025-12-29,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,E6,True,True,True,False,True,True,"I,II,III","I,II,III"
2025-12-30,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,F6,True,True,True,False,True,True,"I,II,III","I,II,III"
2025-12-31,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,G6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-01,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,H6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-02,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,I6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-03,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,J6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-04,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,K6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-05,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,L6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-06,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,M6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-07,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,N6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-08,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,O6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-09,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,P6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-10,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,Q6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-11,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,R6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-12,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,S6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-13,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,T6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-14,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,U6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-15,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,V6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-16,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,W6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-17,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,X6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-18,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,Y6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-19,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,Z6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-20,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,AA6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-21,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,AB6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-22,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,AC6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-23,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,AD6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-24,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,AE6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-25,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,AF6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-26,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,AG6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-27,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,AH6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-28,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,AI6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-29,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,AJ6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-30,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,AK6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-01-31,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,AL6,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-02-01,CH-02-157,235E0001MU-18.00K,KGM,kg,0.0,0.0,sheet,W01,AM6,True,True,True,False,True,True,"I,II,III","I,II,III"
2025-12-29,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,80.0,80.0,sheet,W01,E7,False,False,False,False,False,False,,
2025-12-30,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,80.0,80.0,sheet,W01,F7,False,False,False,False,False,False,,
2025-12-31,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,40.0,40.0,sheet,W01,G7,False,False,False,False,False,False,,
2026-01-01,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,40.0,40.0,sheet,W01,H7,False,False,False,False,False,False,,
2026-01-02,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,120.0,120.0,sheet,W01,I7,False,False,False,False,False,False,,
2026-01-03,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,120.0,120.0,sheet,W01,J7,False,False,False,False,False,False,,
2026-01-04,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,120.0,120.0,sheet,W01,K7,False,False,False,False,False,False,,
2026-01-05,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,120.0,120.0,sheet,W01,L7,False,False,False,False,False,False,,
2026-01-06,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,120.0,120.0,sheet,W01,M7,False,False,False,False,False,False,,
2026-01-07,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,100.0,100.0,sheet,W01,N7,False,False,False,False,False,False,,
2026-01-08,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,100.0,100.0,sheet,W01,O7,False,False,False,False,False,False,,
2026-01-09,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,40.0,40.0,sheet,W01,P7,False,False,False,False,False,False,,
2026-01-10,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,40.0,40.0,sheet,W01,Q7,False,False,False,False,False,False,,
2026-01-11,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,40.0,40.0,sheet,W01,R7,False,False,False,False,False,False,,
2026-01-12,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,40.0,40.0,sheet,W01,S7,False,False,False,False,False,False,,
2026-01-13,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,60.0,60.0,sheet,W01,T7,False,False,False,False,False,False,,
2026-01-14,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,60.0,60.0,sheet,W01,U7,False,False,False,False,False,False,,
2026-01-15,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,40.0,40.0,sheet,W01,V7,False,False,False,False,False,False,,
2026-01-16,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,40.0,40.0,sheet,W01,W7,False,False,False,False,False,False,,
2026-01-17,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,40.0,40.0,sheet,W01,X7,False,False,False,False,False,False,,
2026-01-18,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,40.0,40.0,sheet,W01,Y7,False,False,False,False,False,False,,
2026-01-19,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,40.0,40.0,sheet,W01,Z7,False,False,False,False,False,False,,
2026-01-20,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,60.0,60.0,sheet,W01,AA7,False,False,False,False,False,False,,
2026-01-21,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,60.0,60.0,sheet,W01,AB7,False,False,False,False,False,False,,
2026-01-22,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,40.0,40.0,sheet,W01,AC7,False,False,False,False,False,False,,
2026-01-23,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,40.0,40.0,sheet,W01,AD7,False,False,False,False,False,False,,
2026-01-24,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,40.0,40.0,sheet,W01,AE7,False,False,False,False,False,False,,
2026-01-25,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,40.0,40.0,sheet,W01,AF7,False,False,False,False,False,False,,
2026-01-26,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,40.0,40.0,sheet,W01,AG7,False,False,False,False,False,False,,
2026-01-27,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,60.0,60.0,sheet,W01,AH7,False,False,False,False,False,False,,
2026-01-28,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,60.0,60.0,sheet,W01,AI7,False,False,False,False,False,False,,
2026-01-29,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,60.0,60.0,sheet,W01,AJ7,False,False,False,False,False,False,,
2026-01-30,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,60.0,60.0,sheet,W01,AK7,False,False,False,False,False,False,,
2026-01-31,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,60.0,60.0,sheet,W01,AL7,False,False,False,False,False,False,,
2026-02-01,CH-03-034,297:002-20.ooK Water base wax V70FN0501-020.00K9L,kilo,kg,60.0,60.0,sheet,W01,AM7,False,False,False,False,False,False,,
2025-12-29,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,E8,False,False,False,False,False,False,,
2025-12-30,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,F8,False,False,False,False,False,False,,
2025-12-31,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,G8,False,False,False,False,False,False,,
2026-01-01,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,H8,False,False,False,False,False,False,,
2026-01-02,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,I8,False,False,False,False,False,False,,
2026-01-03,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,J8,False,False,False,False,False,False,,
2026-01-04,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,K8,False,False,False,False,False,False,,
2026-01-05,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,L8,False,False,False,False,False,False,,
2026-01-06,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,M8,False,False,False,False,False,False,,
2026-01-07,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,N8,False,False,False,False,False,False,,
2026-01-08,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,O8,False,False,False,False,False,False,,
2026-01-09,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,P8,False,False,False,False,False,False,,
2026-01-10,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,Q8,False,False,False,False,False,False,,
2026-01-11,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,R8,False,False,False,False,False,False,,
2026-01-12,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,S8,False,False,False,False,False,False,,
2026-01-13,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,T8,False,False,False,False,False,False,,
2026-01-14,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,50.0,50.0,sheet,W01,U8,False,False,False,False,False,False,,
2026-01-15,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,V8,False,False,False,False,False,False,,
2026-01-16,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,W8,False,False,False,False,False,False,,
2026-01-17,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,X8,False,False,False,False,False,False,,
2026-01-18,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,Y8,False,False,False,False,False,False,,
2026-01-19,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,Z8,False,False,False,False,False,False,,
2026-01-20,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,AA8,False,False,False,False,False,False,,
2026-01-21,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,AB8,False,False,False,False,False,False,,
2026-01-22,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,AC8,False,False,False,False,False,False,,
2026-01-23,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,AD8,False,False,False,False,False,False,,
2026-01-24,CH-05-061,RICH GOLD POWDER (Sherwin-vn code: 0007480021-25.00K)-nhũ đồng,kilo,kg,25.0,25.0,sheet,W01,AE8,False,False,False,False,False,False,,
